domain,country,kind,name,verdict,platform_key,richness,products,crawl_delay,category_url,feed,scope
kavaniro.sk,SK,roaster,Coffee Ni-Ro,no_robots,custom,high,"~28 product links on the single listing page (one page, no pagination; weight variants 250g/500g/1kg are separate products, so roughly 20 distinct coffees)",none (no robots.txt),https://www.kavaniro.sk/frontend/shop/articles (redirect target of the /frontend/shop/ hint),none found,primary
kavart.sk,SK,roaster,Kavart,allowed,custom,medium,"6 coffees (sk/kava/1- .. 6- : Brazil Santos, Kenya, Mexiko, Indonesia, Cuba Serrano, Čierne zlato); no pagination",none specified,https://www.kavart.sk/sk/kava/,sitemap declared (https://www.kavart.sk/sitemap.xml) but not fetched; no product feed found,primary
sucaroastery.sk,SK,roaster,Suca Roastery,partially_restricted,upgates,high,"34 distinct /p/ products on the espresso subcategory page (single page, no pagination); /kava itself lists 0 products directly",none specified,"https://www.sucaroastery.sk/zrnkova-kava-na-espresso (the hint URL /kava is a hub that lists only subcategories: Na espresso, Na filter, Bezkofeínová, Výberová, Kilové balenia, Co-fermented)",https://www.sucaroastery.sk/feed-rss.xml (RSS link found in the page head); sitemap declared at https://www.sucaroastery.sk/sitemap.xml (not fetched),primary
praziarenrydze.sk,SK,roaster,Pražiareň RÝDZE,partially_restricted,prestashop,high,"25 items in the category ('Zobrazuje sa 1-15 z 25 položiek'), 15 per page -> 2 pages",none specified,https://praziarenrydze.sk/12-prazenakava,none found - robots.txt declares no Sitemap: line and none was probed,primary
2aa.sk,SK,roaster,2A Roastery,partially_restricted,shopify,high,"8 coffees on /collections/kava (columbia-ceiba-honey, columbia-el-vergel-decaf, columbia-el-vergel-strawberry, costa-rica-mirazu-red-honey, el-salvador-santa-ana, espresso-zmes-dvojka/trojka/stvorka); no pagination controls, further coffees sit in the sub-collections Káva na espresso / na filter / do automatického kávovaru","none for User-agent: * ; Crawl-delay: 10 for AhrefsBot, AhrefsSiteAudit and MJ12bot, Crawl-delay: 1 for Pinterest",https://2aa.sk/collections/kava (www. redirects to apex),"sitemap declared at https://2aa.sk/sitemap.xml (Shopify auto-sitemap, not fetched); standard Shopify /products.json and /products/<slug>.js endpoints would exist but were not probed",primary
aurelica.coffee,SK,roaster,Aurelica,allowed,woocommerce,high,10 product links on the listing (6 current 2026 single-origin coffees + 3 older 2022 items + Nespresso capsules); no pagination,none,https://www.aurelica.coffee/product-category/kava/,https://www.aurelica.coffee/product-sitemap.xml (product URL sitemap; no price/attribute feed found),primary
tokycaffe.sk,SK,roaster,TOKY Caffé,allowed,woocommerce,high,"62 (""Zobrazených 1–20 z 62 výsledkov"", 4 pages of 20) — all shop items incl. accessories; ~22 product links on page 1",none,https://tokycaffe.sk/obchod/,https://tokycaffe.sk/sitemap_index.xml (Yoast index; contains product sitemap). No price feed found.,primary
ciernypeter.sk,SK,roaster,Čierny Peter,allowed,woocommerce,medium,"6 coffee products (bezkofeinova-kava, kava-brazilia, kava-eso-v-rukave, kava-india, kava-kena, kava-kolumbia); no pagination",none,https://ciernypeter.sk/produkty/,https://ciernypeter.sk/sitemaps.xml (URL sitemap named in robots.txt); no product/price feed found,primary
poetrycoffee.sk,SK,roaster,Poetry Coffee,allowed,woocommerce,high,"11 shop products, of which ~4 are coffees (brazilia, ethiopia, kolumbia, realpoet) plus chocolate-covered beans; rest are brewers/grinders. No pagination",none,https://poetrycoffee.sk/obchod/,https://poetrycoffee.sk/wp-sitemap.xml (core WP sitemap index; product URLs under wp-sitemap-posts-product-1.xml). No price feed found.,primary
viemcoffee.sk,SK,roaster,ViEM Coffee,no_robots,woocommerce,high,"6 (""Zobrazuje sa všetkych 6 výsledkov""): brazilia, espresso-blend, etiopia, kolumbia-huila-san-adolfo2, nikaragua, startovacia-zmes",none,https://www.viemcoffee.sk/obchod/,https://www.viemcoffee.sk/product-sitemap.xml (Rank Math product URL sitemap); no price feed found,primary
seriouscoffee.sk,SK,roaster,Serious Coffee,allowed,woocommerce,high,"7 (listing states ""Zobrazuje sa 7 výsledkov"", no pagination)",none,https://www.seriouscoffee.sk/e-shop/,https://www.seriouscoffee.sk/sitemap_index.xml (named in robots.txt; WP/Yoast index containing product sitemaps),primary
praziarenmiroma.sk,SK,roaster,Pražiareň Miroma,allowed,webnode,medium,"~13 single-origin coffees listed (Brazil, Colombia, Cuba, Ethiopia, Guatemala, República Dominicana, India, Mexico, Nicaragua, Peru, Salvador, Tanzánia) plus /kavove-zmesi/ blends and /specialy/; no count label or pagination — roughly 15–20 total",10,https://www.praziarenmiroma.sk/obchod/ (hub); single-origin listing at https://www.praziarenmiroma.sk/jedno-druhova/,"none found (robots.txt names https://praziarenmiroma.sk/sitemap.xml, a page sitemap, not a product feed; not fetched)",primary
kavavitazov.sk,SK,roaster,Victory – Káva víťazov,allowed,woocommerce,high,"~15 products linked from the shop page (bezkofeinova-decaf, blend-arabica, cowboy-blend, dominika-barahona, espresso-arabica, espresso-blend, kava-brazilia, darcekove-balenie, kava-kolumbia, kava-prazena-na-slovensku, papua-nova-guinea, prazena-kava-etiopia, prazena-kava-nikaragua, robusta-vietnam, tanzania-specialty-coffee); no pagination",none,https://kavavitazov.sk/obchod/,https://kavavitazov.sk/sitemap_index.xml (robots.txt); WooCommerce RSS at https://kavavitazov.sk/obchod/feed/ linked from the shop page,primary
prazenakava.sk,SK,roaster,Zvolenská pražiareň kávy,allowed,custom,high,"14 roasted-coffee SKUs = 7 coffees × 2 sizes (subcategory labels ""Pražená káva 250g (7)"" and ""Pražená káva 500g (7)""); plus a separate green-coffee category /eshop/surova-zelena-kava/c-4.xhtml",none,https://www.prazenakava.sk/eshop/prazena-zrnkova-kava/c-1.xhtml,none found (robots.txt is empty and names no sitemap; no feed link seen — no brute-forcing attempted),primary
ogodo.sk,SK,roaster,OGODO,allowed,custom,medium,"20 arabica products on the main listing (20 /e-shop/<id>/<slug>/ links, 20 ""kúpiť"" buttons), plus /e-shop/canephora/, /e-shop/zmesi/ (blends), /e-shop/oriesky/, /e-shop/ostatne/ — no pagination or count label",none,https://www.ogodo.sk/e-shop/ (redirects to https://www.ogodo.sk/e-shop/arabica/),"none found (robots.txt names no sitemap; not a Shoptet shop, so no sitemap.xml probe made)",primary
dibosco.sk,SK,roaster,DI BOSCo,partially_restricted,shoptet,high,"8 (""8 položiek celkom"" on the listing; 8 data-micro-product-id blocks, single page, no pagination)",none specified,https://www.dibosco.sk/kava/,https://www.dibosco.sk/sitemap.xml (declared in robots.txt; plain urlset of page URLs including product URLs — no separate XML product feed found without brute-forcing),primary
ameno.sk,SK,roaster,AMENO Coffee,allowed,woocommerce,low,"11 (""Zobrazuje sa všetkych 11 výsledkov""; homepage shows the same 11 /produkt/ URLs, no pagination)",none specified,https://www.ameno.sk/obchod/,"https://www.ameno.sk/obchod/feed/ (WordPress RSS feed for the shop, linked in page head); also /feed/ and /wp-json/ are linked. No sitemap referenced in robots.txt.",primary
kavoholik.sk,SK,eshop,Kávoholik,partially_restricted,prestashop,high,"65 (""65 produktov"" / ""Zobrazuje sa 1-20 z 65 položiek"", 4 pages of 20)",none specified,https://kavoholik.sk/750-cerstvo-prazena-zrnkova-kava,none found (robots.txt names no Sitemap; no feed URL probed — PrestaShop sitemap not brute-forced),primary
kava.cz,CZ,eshop,KAVA.CZ,partially_restricted,shoptet,medium,"449 (""449 položek celkem"", ""Stránka 1 z 38"", 12 products rendered per initial page block)",none specified,https://www.kava.cz/zrnkova-kava/,https://www.kava.cz/sitemap.xml (declared in robots.txt; single urlset of brand/category/product URLs — no separate XML product feed found; /export/ where Shoptet feeds normally live is Disallowed),primary
zrnkovakava.cz,CZ,eshop,Zrnkovakava.cz,no_robots,custom,unknown,0,n/a,none — no coffee category exists,none found,primary
ceskakava.cz,CZ,eshop,Česká káva,allowed,custom,unknown,0,none,none — no coffee category exists,none found,primary
kavi.cz,CZ,eshop,KAVI (kávové předplatné),no_robots,custom,high,12 distinct products linked on /produkty (small curated subscription catalogue; coffee-of-the-month model),none (no robots.txt),https://kavi.cz/produkty (subcategories via ?category=espresso|filter|decaf),"none found (no robots.txt, no sitemap reference discovered; did not brute-force)",primary
vito-grande.cz,CZ,eshop,Vito Grande,partially_restricted,custom,low,2 (only '100% Robusta Vito Grande zrnková káva 1000 g' and 'Omkafe Platino zrnková káva 1000 g'; no pagination),none,https://www.vito-grande.cz/zrnkova-kava/,none found — robots.txt names no Sitemap and no XML sitemap was discovered (only the HTML /mapa-stranek/); not brute-forced,primary
kavomil.sk,SK,eshop,Kavomil / Nômad Roastery,partially_restricted,shoptet,high,~25 ('Zobrazených položiek: 25' on the category page; roastery Nômad own-roast range plus sets),none specified,https://www.kavomil.sk/prazena-kava/,"https://www.kavomil.sk/sitemap.xml (flat urlset listing brand/category/product URLs). Note robots disallows /export/, which is where Shoptet's XML product feeds normally live — so the feeds are explicitly off-limits; use the sitemap instead.",primary
xcoffee.sk,SK,multi-brand-retailer,XCOFFEE.sk,partially_restricted,upgates,low,"35 product tiles on the /znackova-kava page with no pagination links; the site is a multi-brand retailer with ~70 coffee brand subcategories (Lavazza, Illy, Kimbo, Segafredo, Barbera, ...), so total coffee SKUs are in the hundreds across brand subcategories",none,https://www.xcoffee.sk/znackova-kava,"https://www.xcoffee.sk/sitemap-products.xml.gz (gzipped product sitemap, referenced from the sitemap index at /sitemap.xml; lastmod 2026-09-12)",primary
kavicka.sk,SK,multi-brand-retailer,Kávička.sk,partially_restricted,shoptet,high,"24 (listing footer: ""Stránka 1 z 1 - 24 položiek celkom"") in the fresh-roasted category; whole shop much larger",none specified,https://www.kavicka.sk/cerstvo-prazena-kava/,https://www.kavicka.sk/sitemap.xml (plain urlset with category/brand/product URLs; no public XML product feed found — Shoptet feeds live under the disallowed /export/ path),primary
ekavickar.sk,SK,multi-brand-retailer,eKávičkár.sk,allowed,custom,low,"20 products per page in the JSON-LD ItemList; no total-count label exposed on the page, so category total unknown (likely low hundreds across pages)",none specified,https://www.ekavickar.sk/kava-zrnkova/,https://www.ekavickar.sk/sitemap.xml (named in robots.txt; not fetched). No XML/JSON product feed found.,primary
domkavy.sk,SK,multi-brand-retailer,Dom Kávy,partially_restricted,shoptet,medium,"~6 pagination pages (/strana-2/ … /strana-6/), page label ""Zobrazených položiek: 66"" → roughly 150-400 coffee SKUs",none specified,https://www.domkavy.sk/kava/,https://www.domkavy.sk/sitemap.xml (declared in robots.txt). No open XML product feed; Shoptet feeds sit under the disallowed /export/.,primary
gourmetkava.cz,CZ,multi-brand-retailer,GourmetKava,partially_restricted,prestashop,high,"117 (""Zobrazení 1-36 z 117 položek"", 4 pages at 36/page)",none specified,https://www.gourmetkava.cz/cerstve-prazena-kava-13pk (redirects to https://www.gourmetkava.cz/cs/kava-13pk),Sitemap index https://www.gourmetkava.cz/1_index_sitemap.xml → per-language sitemaps (1_cs_0_sitemap.xml etc.) containing product URLs. No dedicated XML/JSON product feed exposed.,primary
kafista.cz,CZ,multi-brand-retailer,Kafista,partially_restricted,shoptet,high,"~200 (9 pagination pages at ~22-24 products per page in /kava/); sub-categories include /kava-na-espresso/, /kava-na-filtr/, /kava-kafista/, /kavove-kapsle/",none specified,https://www.kafista.cz/kava/,https://www.kafista.cz/sitemap.xml (declared in robots.txt). No open XML product feed; Shoptet feeds are under the disallowed /export/.,primary
coffeetrip.cz,CZ,multi-brand-retailer,CoffeeTrip,allowed,upgates,high,~30 (30 product tiles on the single /kava page; no pagination block rendered),none,https://www.coffeetrip.cz/kava,https://www.coffeetrip.cz/sitemap.xml (declared in robots.txt; not fetched),primary
esprego.cz,CZ,multi-brand-retailer,ESPREGO,allowed,upgates,medium,"~22 on /specialty-kava (22 product tiles, no pagination); the wider /zrnkova-kava tree is larger (many brand subcategories: Lavazza, illy, Bazzara, Amigos…)",none,https://www.esprego.cz/specialty-kava (whole-bean umbrella category also at https://www.esprego.cz/zrnkova-kava),https://www.esprego.cz/sitemap.xml (declared in robots.txt; not fetched),primary
kava.eu,SK,multi-brand-retailer,KAVA.eu,allowed,upgates,low,~26 tiles rendered on the branded-coffee landing page; no pagination markup on that page — the real catalogue is split across brand/type subcategories and is much larger (site brands itself 'Najväčší eshop s kávou'),none,https://www.kava.eu/znackova-kava (https://www.kava.eu/kava redirects here),https://www.kava.eu/sitemap.xml (declared in robots.txt; not fetched),primary
kofi.sk,SK,multi-brand-retailer,KOFI,partially_restricted,shoptet,high,"~60-90 (46 product tiles on page 1; 'Nachádzate sa na strane 1 z 2', next page /kava/strana-2/)",none,https://www.kofi.sk/kava/,"https://www.kofi.sk/sitemap.xml → sitemap index pointing to https://www.kofi.sk/sitemaps/sitemap0.xml.gz. Note robots.txt disallows /export/, where Shoptet XML feeds normally live.",primary
kavashop.sk,SK,multi-brand-retailer,Káva Shop.sk,allowed,other/unknown,medium,~100-150 (77 product links on page 1; pagination shows a second page via ?page=1),none,https://www.kavashop.sk/kava-zrnkova,"https://www.kavashop.sk/sitemap.xml (found by the single allowed extra request; plain urlset of page URLs, not in robots.txt)",primary
imperialcoffee.sk,SK,multi-brand-retailer,Imperial Coffee,partially_restricted,eshop-rychle,low,"~29 on page 1 (JSON-LD ItemList numberOfItems:29); a page=2 link exists, so roughly 30-60 in the category",2,https://www.imperialcoffee.sk/zrnkova-kava-komplet,"none found (only https://www.imperialcoffee.sk/sitemap.xml, a flat URL list including product URLs)",primary
popradske.sk,SK,multi-brand-retailer,Popradské (Popradská káva),allowed,custom,high,~17 product links rendered on the category page; no numeric count label and no pagination links in HTML (likely lazy/ajax load-more),none specified,https://www.popradske.sk/vyberova-kava/,none found beyond https://www.popradske.sk/sitemap.xml (+ image/video sitemaps named in robots.txt),primary
kavickari.sk,SK,review-site,Kávičkári.sk,allowed,woocommerce,low,0 products — no /produkt/ or /shop/ URLs on the site; the page is a filterable directory of Slovak roasteries by region,none specified,"https://kavickari.sk/zoznam-praziarni/ (roastery directory, not a product listing)",none found for products; https://kavickari.sk/sitemap_index.xml and an RSS feed at https://kavickari.sk/feed/ exist for editorial content,enrichment
kavovelisty.cz,CZ,review-site,Kávové listy,allowed,custom,low,"catalogue sidebar counts: Zrnková káva 54, 100% arabika 26, Robusta 1, Směsi arabiky a robusty 10, Aromatizovaná káva 1, Mletá káva 12, Instantní 2, Bezkofeinová 10 — i.e. roughly 50-90 coffee entries",none specified,https://www.kavovelisty.cz/kava/ (review index hint: https://www.kavovelisty.cz/recenze/),none found (only https://www.kavovelisty.cz/sitemap.xml),enrichment
standartmag.com,SK,review-site,Standart Magazine,partially_restricted,shopify,low,"59 products ('59 products' label on /collections/all); 37 distinct /products/ URLs on page 1 with a page=2 link. Catalogue is magazine issues, bundles and subscriptions — not coffee beans.",none specified,https://standartmag.com/collections/all,https://standartmag.com/sitemap.xml (standard Shopify sitemap index with sitemap_products_*.xml); machine-readable catalogue also offered via UCP/MCP at https://standartmag.com/api/ucp/mcp and Shopify's /products.json convention (not requested),enrichment
hittest.sk,SK,review-site,HitTest,allowed,other/unknown,low,"~14 ranked entries on the single /kavy/ article (TOP 1–TOP n tables across sub-sections: zrnková, mletá, pražená, instantná)",none,https://www.hittest.sk/kavy/,"none found (only the Yoast sitemap index https://www.hittest.sk/sitemap_index.xml, no product post type)",enrichment
arecenze.cz,CZ,review-site,aRecenze,partially_restricted,woocommerce,low,"~0 listed products — /kavy/ is a buying guide; only a handful of named coffees appear inside prose and in the moderated comment replies (e.g. Cafédirect Machu Picchu Arabica, Little's Irish Cream)",none,https://www.arecenze.cz/kavy/,none found (sitemap index only; note the robots Sitemap line has a trailing slash: https://www.arecenze.cz/sitemap_index.xml/),enrichment
blogokave.sk,SK,directory,Blog o káve – Pražiarne kávy,allowed,woocommerce,low,"~135 roasteries listed (count of ""Web:"" entries on the single directory page), grouped by city; site claims ""viac ako 100 pražiarní"" on Slovakia",none,https://blogokave.sk/praziarne-kavy/,none found (Yoast sitemap index only: https://blogokave.sk/sitemap_index.xml),enrichment
kafe-blog.cz,CZ,directory,Kafe-blog — Seznam pražíren,allowed,woocommerce,medium,"Listing label says ""Zobrazen 1. – 16. z 20 výsledků"" with /prazirny/page/2/ — i.e. 20 items in this view; the broader product catalogue (product-sitemap.xml, lastmod 2026-08-08) is the authoritative count",none,https://kafe-blog.cz/prazirny/,https://kafe-blog.cz/product-sitemap.xml (WooCommerce products via Yoast; also https://kafe-blog.cz/product_cat-sitemap.xml for the category taxonomy). No XML/CSV merchant feed found and none brute-forced.,enrichment
blogokave.cz,CZ,directory,Blog o kávě — Pražírny kávy v ČR,allowed,woocommerce,low,"~221 roasteries listed (count of ""Web:"" entries on the single directory page), grouped by city",none,https://blogokave.cz/prazirny-kavy-v-ceske-republice/,none found (Yoast sitemap index only: https://blogokave.cz/sitemap_index.xml),enrichment
kavaspojuje.cz,CZ,directory,Káva spojuje,allowed,custom,low,"189 roasteries (JSON-LD ""numberOfItems"":189)",none,https://kavaspojuje.cz/mapa-praziren,none found (sitemap.xml lists pages/articles only; also a feed.xml RSS of articles and an llms.txt summary),enrichment
homebarista.sk,SK,directory,HomeBARISTA,allowed,opencart,low,0 on homebarista.sk itself (content pages only); product catalogue is off-domain,none,"none on this domain — nav ""Shop"" points off-domain to https://shop.homebarista.sk (e.g. http://shop.homebarista.sk/index.php?route=product/category&path=64)",none found (no Sitemap: line in robots.txt; WordPress RSS feeds exist at /feed/ and /comments/feed/),enrichment
praguecoffeefestival.cz,CZ,directory,Prague Coffee Festival,allowed,custom,low,"0 (no product or roastery listing pages; the cafe ""book"" mentions 40+ cafes but only in prose)",none,"none — the site has no coffee listing; closest pages are /filtruj (festival info) and /kniha-kavaren (printed cafe book, sold out)",none found (no Sitemap: line in robots.txt),enrichment
blackcheckguide.com,SK,directory,BLACK_CHECK Guide,allowed,other/unknown,low,"~120 roasteries on a single listing page (120 views-row elements; no visible pager links, listing appears unpaginated)",none (no Crawl-delay line),https://www.blackcheckguide.com/sk/praziarne,none found (no Sitemap: line in robots.txt; no sitemap discovered without brute-forcing),enrichment
heureka.sk,SK,aggregator,Heureka.sk – Zrnková káva,partially_restricted,custom,unknown,unknown — category page not retrievable,"none for User-agent: * (Yandex 20, AhrefsBot 30, MJ12Bot 60)",https://zrnkova-kava.heureka.sk/,Sitemap index https://www.heureka.sk/sitemaps/sitemap_index.xml is declared (not fetched). Note robots explicitly disallows /unsecured-data-feeds/ and /unsecured-data-feeds/*.xml$,out-of-scope
heureka.cz,CZ,aggregator,Heureka — Zrnková káva,partially_restricted,custom,unknown,unknown — page not retrievable (Cloudflare challenge),none for User-agent: * (Yandex: Crawl-delay: 20; AhrefsBot: 30; MJ12Bot: 60),https://zrnkova-kava.heureka.cz/,https://www.heureka.cz/sitemaps/sitemap_index.xml (robots also disallows /unsecured-data-feeds/),out-of-scope
zbozi.cz,CZ,aggregator,Zboží.cz,partially_restricted,custom,unknown,unknown — server returned only a JS shell,none,https://www.zbozi.cz/potraviny-a-napoje/napoje/nealkoholicke-napoje/horke-napoje/kava-a-kavove-kapsle/kava/,https://zbozi.cz/sitemap/index.xml (robots explicitly Allows /api/ and /api/*?*&*&*),out-of-scope
pricemania.sk,SK,aggregator,Pricemania,partially_restricted,custom,low,"~907 (meta description: ""...recenzie a hodnotenia 907 produktov na Pricemanii...""); 21 products in the JSON-LD ItemList on page 1",none,https://www.pricemania.sk/zrnkova-kava/,"no product feed as such; per-category sitemaps, relevant one https://www.pricemania.sk/sitemaps/sk.potraviny-a-napoje.xml, plus https://www.pricemania.sk/sitemaps/sk.product-images.xml",out-of-scope
kofio.co,CZ,marketplace,Kofio,allowed,custom,high,"~315-336 — 24 products per page, last-page link is ?s=312 (offset), i.e. 14 pages",none,https://www.kofio.co/coffee,none found (https://www.kofio.co/sitemap.xml returns HTTP 404 as an HTML page; robots.txt lists no Sitemap),primary
rohlik.cz,CZ,marketplace,Rohlik.cz — Zrnková káva,allowed,custom,low,"161 (""productsCount"":161 in the embedded Next.js data)",none for User-agent: * (AhrefsBot: Crawl-Delay: 20; YandexBot: Crawl-Delay: 20),https://www.rohlik.cz/c300123008-zrnkova-kava,https://www.rohlik.cz/sitemap.xml (only feed named),out-of-scope
alza.cz,CZ,marketplace,Alza.cz — Zrnková káva,unreachable,custom,unknown,"unknown — category page returned HTTP 403 (Cloudflare captcha interstitial, 65 KB challenge HTML)",unknown (robots.txt not retrievable),https://www.alza.cz/nejprodavanejsi-nejlepsi-zrnkova-kava/18862971.htm,none found (robots.txt unreadable; no sitemap probing possible),out-of-scope
alza.sk,SK,marketplace,Alza.sk,unreachable,custom,unknown,unknown — category page returned HTTP 403 (65 KB Cloudflare captcha HTML),unknown (robots.txt not retrievable),https://www.alza.sk/vyberova-kava/18891849.htm,none found (robots.txt unreadable; no sitemap probing possible),out-of-scope
allegro.cz,CZ,marketplace,Allegro.cz,partially_restricted,custom,unknown,"unknown — category page returned HTTP 403 (DataDome challenge, 778-byte ""Please enable JS and disable any ad blocker"" body)",no Crawl-delay directive present for User-agent: *,https://allegro.cz/kategorie/kava-zrnkova-kava-74035,"none found — robots.txt names no Sitemap:, and no feed URL was discovered (no brute-forcing done)",out-of-scope
